,body
2998,True
2999,False
3000,False
3001,False
3002,False
3003,False
3004,False
3005,False
3006,False
3007,False
3008,False
3009,False
3010,False
3011,False
3012,False
3013,False
3014,False
3015,True
3016,False
3017,False
3018,False
3019,False
3020,False
3021,False
3022,False
3023,False
3024,True
3025,False
3026,False
3027,False
3028,True
3029,False
3030,False
3031,False
3032,False
3033,False
3034,False
3035,False
3036,False
3037,False
3038,False
3039,False
3040,False
3041,False
3042,False
3043,False
3044,False
3045,False
3046,False
3047,False
3048,False
3049,False
3050,False
3051,False
3052,False
3053,False
3054,False
3055,False
3056,False
3057,False
3058,False
3059,False
3060,False
3061,False
3062,False
3063,False
3064,False
3065,False
3066,False
3067,False
3068,False
3069,False
3070,False
3071,False
3072,False
3073,False
3074,False
3075,False
3076,False
3077,False
3078,True
3079,False
3080,False
3081,False
3082,True
3083,False
3084,False
3085,False
3086,False
3087,False
3088,False
3089,False
3090,False
3091,False
3092,False
3093,False
3094,False
3095,False
3096,False
3097,False
3098,False
3099,False
3100,False
3101,False
3102,False
3103,False
3104,False
3105,False
3106,False
3107,True
3108,True
3109,True
3110,False
3111,True
3112,False
3113,False
3114,False
3115,False
3116,False
3117,False
3118,False
3119,False
3120,True
3121,False
3122,False
3123,False
3124,False
3125,False
3126,False
3127,False
3128,False
3129,True
3130,False
3131,False
3132,False
3133,False
3134,False
3135,False
3136,False
3137,False
3138,False
3139,False
3140,False
3141,False
3142,False
3143,False
3144,False
3145,False
3146,False
3147,False
3148,False
3149,False
3150,False
3151,False
3152,False
3153,False
3154,False
3155,False
3156,False
3157,False
3158,False
3159,False
3160,False
3161,False
3162,False
3163,False
3164,False
3165,False
3166,False
3167,False
3168,False
3169,False
3170,False
3171,False
3172,False
3173,False
3174,False
3175,False
3176,False
3177,False
3178,False
3179,False
3180,False
3181,False
3182,False
3183,False
3184,False
3185,False
3186,False
3187,False
3188,False
3189,False
3190,False
3191,False
3192,False
3193,False
3194,False
3195,False
3196,False
3197,False
3198,False
3199,False
3200,False
3201,False
3202,False
3203,True
3204,False
3205,False
3206,False
3207,False
3208,False
3209,False
3210,False
3211,False
3212,False
3213,False
3214,False
3215,False
3216,False
3217,False
3218,False
3219,False
3220,False
3221,False
3222,False
3223,False
3224,False
3225,False
3226,False
3227,False
3228,False
3229,False
3230,False
3231,False
3232,False
3233,False
3234,True
3235,False
3236,False
3237,False
3238,False
3239,False
3240,False
3241,False
3242,False
3243,False
3244,False
3245,False
3246,False
3247,False
3248,False
3249,False
3250,False
3251,False
3252,False
3253,False
3254,False
3255,False
3256,False
3257,False
3258,False
3259,False
3260,False
3261,False
3262,False
3263,False
3264,False
3265,False
3266,False
3267,False
3268,False
3269,False
3270,False
3271,False
3272,False
3273,False
3274,False
3275,False
3276,False
3277,False
3278,False
3279,False
3280,False
3281,False
3282,False
3283,False
3284,False
3285,False
3286,False
3287,False
3288,False
3289,False
3290,False
3291,False
3292,False
3293,False
3294,False
3295,True
3296,False
3297,False
3298,False
3299,False
3300,False
3301,False
3302,False
3303,False
3304,False
3305,False
3306,False
3307,False
3308,False
3309,False
3310,False
3311,False
3312,False
3313,False
3314,False
3315,False
3316,False
3317,False
3318,False
3319,False
3320,False
3321,False
3322,False
3323,False
3324,False
3325,False
3326,False
3327,False
3328,False
3329,False
3330,False
3331,False
3332,False
3333,False
3334,False
3335,False
3336,False
3337,False
3338,False
3339,False
3340,False
3341,False
3342,False
3343,False
3344,False
3345,False
3346,False
3347,False
3348,False
3349,False
3350,True
3351,False
3352,False
3353,False
3354,False
3355,False
3356,False
3357,False
3358,False
3359,False
3360,False
3361,False
3362,False
3363,False
3364,False
3365,False
3366,False
3367,False
3368,False
3369,False
3370,False
3371,False
3372,False
3373,False
3374,False
3375,False
3376,False
3377,False
3378,False
3379,False
3380,False
3381,False
3382,True
3383,False
3384,False
3385,False
3386,False
3387,False
3388,False
3389,False
3390,False
3391,False
3392,False
3393,False
3394,False
3395,False
3396,False
3397,False
3398,False
3399,False
3400,False
3401,False
3402,False
3403,True
3404,True
3405,True
3406,False
3407,True
3408,True
3409,False
3410,False
3411,True
3412,False
3413,False
3414,False
3415,False
3416,False
3417,False
3418,False
3419,False
3420,False
3421,False
3422,False
3423,False
3424,False
3425,True
3426,True
3427,True
3428,True
3429,False
3430,False
3431,False
3432,False
3433,True
3434,True
3435,False
3436,False
3437,False
3438,False
3439,False
3440,False
3441,False
3442,False
3443,False
3444,False
3445,False
3446,False
3447,False
3448,False
3449,False
3450,False
3451,False
3452,False
3453,False
3454,False
3455,False
3456,False
3457,False
3458,False
3459,False
3460,True
3461,False
3462,False
3463,False
3464,True
3465,False
3466,False
3467,False
3468,False
3469,False
3470,False
3471,False
3472,True
3473,True
3474,False
3475,False
3476,False
3477,False
3478,False
3479,False
3480,False
3481,False
3482,False
3483,True
3484,False
3485,False
3486,False
3487,False
3488,False
3489,False
3490,False
3491,False
3492,True
3493,True
3494,True
3495,True
3496,True
3497,True
3498,True
3499,True
3500,True
3501,False
3502,False
3503,False
3504,False
3505,False
3506,True
3507,True
3508,True
3509,False
3510,True
3511,False
3512,False
3513,False
3514,False
3515,False
3516,False
3517,False
3518,False
3519,False
3520,False
3521,False
3522,False
3523,False
3524,True
3525,False
3526,False
3527,False
3528,False
3529,False
3530,False
3531,False
3532,False
3533,False
3534,False
3535,False
3536,False
3537,False
3538,False
3539,False
3540,False
3541,False
3542,True
3543,False
3544,False
3545,False
3546,False
3547,False
3548,False
3549,False
3550,False
3551,False
3552,False
3553,True
3554,True
3555,False
3556,True
3557,True
3558,True
3559,False
3560,False
3561,False
3562,False
3563,False
3564,False
3565,False
3566,False
3567,False
3568,False
3569,False
3570,False
3571,False
3572,False
3573,False
3574,False
3575,False
3576,False
3577,False
3578,False
3579,False
3580,False
3581,False
3582,False
3583,False
3584,False
3585,False
3586,False
3587,True
3588,False
3589,False
3590,False
3591,False
3592,False
3593,False
3594,True
3595,False
3596,False
3597,False
3598,False
3599,False
3600,False
3601,False
3602,False
3603,False
3604,False
3605,False
3606,True
3607,False
3608,False
3609,False
3610,False
3611,False
3612,True
3613,False
3614,False
3615,False
3616,False
3617,False
3618,False
3619,False
3620,False
3621,False
3622,False
3623,False
3624,False
3625,False
3626,False
3627,False
3628,False
3629,False
3630,False
3631,False
3632,False
3633,False
3634,False
3635,False
3636,False
3637,False
3638,False
3639,False
3640,False
3641,False
3642,False
3643,False
3644,False
3645,False
3646,True
3647,False
3648,False
3649,False
3650,False
3651,False
3652,False
3653,False
3654,False
3655,False
3656,False
3657,False
3658,False
3659,False
3660,False
3661,False
3662,False
3663,False
3664,False
3665,True
3666,False
3667,False
3668,False
3669,False
3670,False
3671,False
3672,False
3673,False
3674,False
3675,False
3676,False
3677,False
3678,False
3679,False
3680,False
3681,False
3682,True
3683,False
3684,False
3685,False
3686,False
3687,False
3688,False
3689,False
3690,False
3691,False
3692,False
3693,False
3694,False
3695,False
3696,False
3697,False
3698,False
3699,False
3700,False
3701,False
3702,False
3703,False
3704,False
3705,False
3706,False
3707,False
3708,False
3709,False
3710,False
3711,False
3712,False
3713,True
3714,False
3715,False
3716,False
3717,False
3718,False
3719,True
3720,False
3721,False
3722,True
3723,True
3724,True
3725,True
3726,False
3727,False
3728,False
3729,False
3730,False
3731,True
3732,True
3733,True
3734,False
3735,False
3736,False
3737,False
3738,False
3739,False
3740,False
3741,False
3742,False
3743,False
3744,False
3745,False
3746,True
3747,False
3748,False
3749,True
3750,True
3751,True
3752,True
3753,False
3754,False
3755,False
3756,False
3757,False
3758,False
3759,False
3760,False
3761,False
3762,False
3763,False
3764,False
3765,False
3766,False
3767,False
3768,False
3769,False
3770,False
3771,False
3772,False
3773,False
3774,False
3775,False
3776,False
3777,False
3778,False
3779,False
3780,False
3781,False
3782,True
3783,False
3784,False
3785,False
3786,False
3787,False
3788,False
3789,False
3790,False
3791,True
3792,False
3793,False
3794,False
3795,True
3796,True
3797,True
3798,True
3799,False
3800,True
3801,True
3802,True
3803,True
3804,False
3805,True
3806,False
3807,True
3808,False
3809,True
3810,True
3811,True
3812,False
3813,False
3814,False
3815,False
3816,False
3817,False
3818,False
3819,False
3820,False
3821,False
3822,False
3823,False
3824,False
3825,False
3826,False
3827,False
3828,False
3829,False
3830,False
3831,False
3832,False
3833,False
3834,False
3835,False
3836,False
3837,False
3838,False
3839,False
3840,False
3841,False
3842,False
3843,False
3844,False
3845,False
3846,False
3847,False
3848,True
3849,False
3850,False
3851,False
3852,False
3853,False
3854,False
3855,False
3856,False
3857,False
3858,False
3859,False
3860,False
3861,False
3862,False
3863,False
3864,False
3865,False
3866,False
3867,False
3868,False
3869,False
3870,False
3871,False
3872,False
3873,False
3874,True
3875,True
3876,True
3877,True
3878,False
3879,False
3880,False
3881,False
3882,False
3883,False
3884,False
3885,False
3886,True
3887,False
3888,False
3889,False
3890,False
3891,False
3892,False
3893,False
3894,False
3895,False
3896,False
3897,False
3898,False
3899,False
3900,False
3901,False
3902,False
3903,True
3904,False
3905,False
3906,False
3907,False
3908,False
3909,False
3910,False
3911,False
3912,False
3913,False
3914,False
3915,False
3916,False
3917,False
3918,False
3919,False
3920,True
3921,False
3922,False
3923,False
3924,False
3925,False
3926,False
3927,False
3928,False
3929,False
3930,False
3931,False
3932,False
3933,False
3934,False
3935,False
3936,False
3937,False
3938,False
3939,False
3940,False
3941,False
3942,False
3943,False
3944,False
3945,False
3946,True
3947,False
3948,False
3949,False
3950,False
3951,False
3952,False
3953,False
3954,False
3955,False
3956,False
3957,False
3958,False
3959,False
3960,False
3961,False
3962,False
3963,False
3964,False
3965,False
3966,False
3967,False
3968,False
3969,False
3970,False
3971,False
3972,False
3973,False
3974,False
3975,False
3976,False
3977,False
3978,False
3979,False
3980,False
3981,False
3982,False
3983,False
3984,True
3985,False
3986,False
3987,False
3988,False
3989,False
3990,True
3991,False
3992,False
3993,False
3994,False
3995,False
3996,False
3997,False
3998,False
3999,False
4000,False
4001,False
4002,False
4003,False
4004,False
4005,False
4006,False
4007,False
4008,False
4009,False
4010,False
4011,True
4012,True
4013,False
4014,False
4015,True
4016,True
4017,False
4018,False
4019,False
4020,False
4021,False
4022,False
4023,False
4024,False
4025,False
4026,False
4027,False
4028,False
4029,False
4030,False
4031,False
4032,False
4033,False
4034,False
4035,False
4036,False
4037,False
4038,False
4039,False
4040,True
4041,True
4042,False
4043,False
4044,True
4045,False
4046,False
4047,False
4048,False
4049,False
4050,False
4051,False
4052,False
4053,False
4054,False
4055,False
4056,False
4057,False
4058,False
4059,False
4060,True
4061,False
4062,False
4063,True
4064,True
4065,False
4066,False
4067,False
4068,False
4069,False
4070,False
4071,False
4072,False
4073,False
4074,True
4075,True
4076,False
4077,False
4078,False
4079,False
4080,False
4081,False
4082,False
4083,False
4084,False
4085,False
4086,False
4087,False
4088,False
4089,False
4090,False
4091,False
4092,False
4093,False
4094,False
4095,False
4096,False
4097,False
4098,False
4099,False
4100,False
4101,False
4102,False
4103,False
4104,False
4105,False
4106,False
4107,False
4108,False
4109,False
4110,False
4111,False
4112,False
4113,False
4114,False
4115,True
4116,False
4117,True
4118,False
4119,False
4120,False
4121,False
4122,False
4123,False
4124,False
4125,False
4126,False
4127,False
4128,True
4129,False
4130,False
4131,False
4132,False
4133,False
4134,False
4135,False
4136,False
4137,False
4138,False
4139,False
4140,False
4141,False
4142,False
4143,False
4144,False
4145,False
4146,False
4147,False
4148,False
4149,False
4150,False
4151,False
4152,False
4153,False
4154,False
4155,True
4156,False
4157,False
4158,False
4159,False
4160,False
4161,False
4162,False
4163,True
4164,False
4165,False
4166,False
4167,False
4168,False
4169,False
4170,False
4171,False
4172,False
4173,False
4174,False
4175,False
4176,False
4177,False
4178,False
4179,False
4180,False
4181,False
4182,False
4183,False
4184,False
4185,True
4186,True
4187,True
4188,False
4189,False
4190,False
4191,True
4192,False
4193,True
4194,False
4195,True
4196,True
4197,True
4198,True
4199,True
4200,True
4201,True
4202,True
4203,True
4204,True
4205,True
4206,False
4207,True
4208,True
4209,True
4210,False
4211,True
4212,True
4213,True
4214,True
4215,True
4216,True
4217,True
4218,True
4219,True
4220,True
4221,False
4222,True
4223,True
4224,False
4225,True
4226,True
4227,True
4228,False
4229,True
4230,True
4231,True
4232,False
4233,True
4234,True
4235,True
4236,True
4237,True
4238,False
4239,True
4240,False
4241,False
4242,False
4243,True
4244,True
4245,True
4246,False
4247,False
4248,True
4249,True
4250,True
4251,True
4252,False
4253,True
4254,True
4255,True
4256,False
4257,False
4258,False
4259,False
4260,True
4261,False
4262,False
4263,True
4264,True
4265,False
4266,False
4267,True
4268,False
4269,False
4270,False
4271,False
4272,False
4273,False
4274,False
4275,True
4276,True
4277,False
4278,True
4279,False
4280,True
4281,False
4282,True
4283,True
4284,False
4285,False
4286,False
4287,True
4288,True
4289,False
4290,False
4291,False
4292,True
4293,False
4294,True
4295,True
4296,False
4297,True
4298,True
4299,False
4300,True
4301,True
4302,False
4303,True
4304,True
4305,False
4306,False
4307,False
4308,False
4309,False
4310,False
4311,False
4312,False
4313,False
4314,False
4315,False
4316,False
4317,True
4318,True
4319,True
4320,False
4321,False
4322,False
4323,True
4324,True
4325,False
4326,True
4327,True
4328,False
4329,True
4330,True
4331,True
4332,True
4333,True
4334,True
4335,False
4336,True
4337,True
4338,False
4339,True
4340,True
4341,True
4342,False
4343,False
4344,False
4345,False
4346,False
4347,False
4348,False
4349,False
4350,False
4351,False
4352,False
4353,False
4354,False
4355,False
4356,False
4357,False
4358,False
4359,False
4360,False
4361,False
4362,False
4363,False
4364,False
4365,False
4366,False
4367,False
4368,False
4369,False
4370,False
4371,False
4372,True
4373,True
4374,False
4375,False
4376,False
4377,False
4378,False
4379,False
4380,False
4381,False
4382,False
4383,False
4384,False
4385,False
4386,False
4387,False
4388,False
4389,False
4390,False
4391,False
4392,False
4393,False
4394,False
4395,True
4396,True
4397,True
4398,True
4399,True
4400,True
4401,True
4402,False
4403,False
4404,False
4405,True
4406,True
4407,True
4408,True
4409,True
4410,False
4411,True
4412,True
4413,False
4414,False
4415,False
4416,False
4417,False
4418,False
4419,False
4420,True
4421,False
4422,False
4423,True
4424,True
4425,False
4426,False
4427,False
4428,True
4429,False
4430,True
4431,True
4432,False
4433,False
4434,True
4435,True
4436,False
4437,True
4438,False
4439,True
4440,False
4441,False
4442,False
4443,False
4444,False
4445,False
4446,False
4447,False
4448,False
4449,False
4450,False
4451,False
4452,False
4453,False
4454,False
4455,False
4456,False
4457,False
4458,False
4459,False
4460,True
4461,False
4462,False
4463,False
4464,False
4465,False
4466,False
4467,True
4468,False
4469,False
4470,True
4471,False
4472,False
4473,False
4474,False
4475,False
4476,False
4477,False
4478,True
4479,False
4480,False
4481,False
4482,False
4483,False
4484,False
4485,False
4486,False
4487,False
4488,False
4489,False
4490,True
4491,True
4492,False
4493,False
4494,False
4495,False
4496,False
4497,True
4498,False
4499,False
4500,False
4501,False
4502,False
4503,False
4504,True
4505,True
4506,True
4507,False
4508,False
4509,True
4510,False
4511,False
4512,True
4513,False
4514,False
4515,False
4516,False
4517,False
4518,False
4519,False
4520,False
4521,False
4522,False
4523,False
4524,False
4525,True
4526,True
4527,False
4528,False
4529,False
4530,False
4531,False
4532,False
4533,False
4534,False
4535,False
4536,False
4537,False
4538,True
4539,False
4540,False
4541,False
4542,False
4543,False
4544,False
4545,False
4546,True
4547,False
4548,False
4549,False
4550,False
4551,False
4552,False
4553,False
4554,False
4555,False
4556,False
4557,False
4558,False
4559,False
4560,False
4561,False
4562,False
4563,False
4564,False
4565,False
4566,False
4567,False
4568,False
4569,True
4570,False
4571,False
4572,True
4573,False
4574,True
4575,False
4576,False
4577,False
4578,False
4579,False
4580,False
4581,True
4582,False
4583,False
4584,False
4585,False
4586,False
4587,True
4588,True
4589,False
4590,False
4591,False
4592,False
4593,False
4594,False
4595,False
4596,False
4597,False
4598,False
4599,True
4600,False
4601,False
4602,False
4603,False
4604,False
4605,False
4606,False
4607,False
4608,True
4609,False
4610,True
4611,False
4612,False
4613,True
4614,False
4615,True
4616,False
4617,False
4618,True
4619,False
4620,False
4621,False
4622,False
4623,False
4624,False
4625,False
4626,False
4627,False
4628,False
4629,True
4630,False
4631,False
4632,False
4633,False
4634,False
4635,False
4636,False
4637,False
4638,False
4639,False
4640,False
4641,False
4642,False
4643,True
4644,True
4645,False
4646,False
4647,False
4648,False
4649,False
4650,False
4651,False
4652,False
4653,False
4654,False
4655,True
4656,False
4657,False
4658,False
4659,False
4660,False
4661,True
4662,False
4663,False
4664,False
4665,True
4666,False
4667,True
4668,True
4669,False
4670,False
4671,True
4672,False
4673,False
4674,False
4675,False
4676,False
4677,False
4678,False
4679,False
4680,False
4681,False
4682,False
4683,False
4684,False
4685,False
4686,False
4687,False
4688,False
4689,False
4690,True
4691,False
4692,False
4693,False
4694,True
4695,False
4696,False
4697,False
4698,False
4699,True
4700,False
4701,False
4702,True
4703,True
4704,False
4705,False
4706,False
4707,False
4708,False
4709,False
4710,False
4711,True
4712,False
4713,False
4714,True
4715,False
4716,False
4717,False
4718,False
4719,False
4720,False
4721,False
4722,False
4723,False
4724,False
4725,False
4726,True
4727,True
4728,False
4729,True
4730,True
4731,True
4732,False
4733,False
4734,False
4735,False
4736,False
4737,False
4738,True
4739,True
4740,True
4741,False
4742,False
4743,False
4744,False
4745,False
4746,False
4747,False
4748,False
4749,False
4750,False
4751,False
4752,False
4753,False
4754,False
4755,False
4756,False
4757,False
4758,False
4759,True
4760,False
4761,True
4762,True
4763,False
4764,False
4765,False
4766,False
4767,False
4768,True
4769,False
4770,False
4771,True
4772,False
4773,False
4774,False
4775,True
4776,True
4777,True
4778,False
4779,True
4780,False
4781,False
4782,False
4783,True
4784,False
4785,True
4786,False
4787,False
4788,False
4789,False
4790,False
4791,False
4792,False
4793,False
4794,True
4795,False
4796,True
4797,True
4798,False
4799,True
4800,False
4801,False
4802,False
4803,True
4804,False
4805,False
4806,False
4807,False
4808,False
4809,False
4810,False
4811,False
4812,True
4813,True
4814,True
4815,False
4816,False
4817,False
4818,False
4819,False
4820,False
4821,False
4822,False
4823,False
4824,False
4825,False
4826,False
4827,False
4828,True
4829,False
4830,False
4831,True
4832,False
4833,False
4834,False
4835,False
4836,False
4837,False
4838,False
4839,False
4840,False
4841,False
4842,False
4843,False
4844,False
4845,False
4846,False
4847,False
4848,False
4849,False
4850,False
4851,False
4852,False
4853,False
4854,False
4855,False
4856,False
4857,False
4858,False
4859,False
4860,False
4861,False
4862,True
4863,False
4864,False
4865,False
4866,True
4867,False
4868,False
4869,False
4870,False
4871,False
4872,False
4873,True
4874,False
4875,False
4876,False
4877,False
4878,False
4879,False
4880,False
4881,False
4882,False
4883,False
4884,False
4885,False
4886,False
4887,True
4888,False
4889,False
4890,False
4891,False
4892,False
4893,False
4894,False
4895,False
4896,False
4897,False
4898,False
4899,False
4900,False
4901,False
4902,False
4903,False
4904,False
4905,True
4906,False
4907,False
4908,False
4909,False
4910,False
4911,False
4912,False
4913,True
4914,True
4915,True
4916,False
4917,True
4918,True
4919,True
4920,False
4921,False
4922,True
4923,False
4924,True
4925,True
4926,True
4927,True
4928,False
4929,True
4930,True
4931,True
4932,False
4933,False
4934,True
4935,False
4936,False
4937,True
4938,False
4939,False
4940,False
4941,False
4942,False
4943,False
4944,False
4945,False
4946,False
4947,False
4948,False
4949,False
4950,True
4951,False
4952,True
4953,True
4954,False
4955,False
4956,True
4957,False
4958,False
4959,False
4960,False
4961,False
4962,True
4963,True
4964,True
4965,False
4966,False
4967,True
4968,False
4969,False
4970,False
4971,False
4972,False
4973,False
4974,False
4975,False
4976,False
4977,False
4978,False
4979,True
4980,False
4981,True
4982,True
4983,True
4984,False
4985,True
4986,True
4987,True
4988,True
4989,False
4990,True
4991,True
4992,True
4993,True
4994,True
4995,True
4996,False
4997,True
4998,False
4999,True
5000,True
5001,False
5002,False
5003,False
5004,False
5005,True
5006,False
5007,False
5008,True
5009,False
5010,False
5011,False
5012,False
5013,False
5014,False
5015,False
5016,False
5017,True
5018,True
5019,False
5020,False
5021,False
5022,False
5023,False
5024,False
5025,False
5026,False
5027,False
5028,False
5029,False
5030,False
5031,False
5032,True
5033,False
5034,False
5035,False
5036,False
5037,False
5038,False
5039,False
5040,False
5041,False
5042,False
5043,False
5044,True
5045,True
5046,True
5047,False
5048,True
5049,False
5050,False
5051,False
5052,False
5053,False
5054,False
5055,False
5056,False
5057,False
5058,False
5059,False
5060,False
5061,False
5062,False
5063,False
5064,False
5065,True
5066,False
5067,False
5068,False
5069,False
5070,True
5071,False
5072,False
5073,False
5074,True
5075,False
5076,False
5077,False
5078,True
5079,True
5080,True
5081,False
5082,False
5083,False
5084,False
5085,False
5086,False
5087,True
5088,False
5089,False
5090,True
5091,True
5092,False
5093,True
5094,True
5095,False
5096,False
5097,False
5098,False
5099,False
5100,False
5101,True
5102,False
5103,True
5104,True
5105,True
5106,False
5107,False
5108,True
5109,True
5110,True
5111,False
5112,False
5113,True
5114,True
5115,False
5116,False
5117,False
5118,False
5119,False
5120,False
5121,True
5122,False
5123,False
5124,False
5125,False
5126,False
5127,False
5128,False
5129,False
5130,False
5131,False
5132,False
5133,False
5134,False
5135,False
5136,False
5137,False
5138,False
5139,False
5140,False
5141,False
5142,True
5143,False
5144,False
5145,False
5146,False
5147,True
5148,False
5149,True
5150,True
5151,True
5152,False
5153,False
5154,False
5155,False
5156,False
5157,False
5158,False
5159,True
5160,True
5161,True
5162,False
5163,False
5164,False
5165,False
5166,False
5167,True
5168,False
5169,True
5170,False
5171,False
5172,False
5173,False
5174,False
5175,False
5176,False
5177,False
5178,False
5179,False
5180,False
5181,False
5182,False
5183,False
5184,False
5185,False
5186,False
5187,False
5188,False
5189,False
5190,False
5191,False
5192,False
5193,True
5194,True
5195,False
5196,False
5197,True
5198,True
5199,True
5200,False
5201,False
5202,False
5203,False
5204,True
5205,False
5206,True
5207,True
5208,True
5209,True
5210,False
5211,False
5212,False
5213,False
5214,False
5215,False
5216,False
5217,False
5218,True
5219,True
5220,False
5221,False
5222,False
5223,True
5224,True
5225,True
5226,True
5227,True
5228,True
5229,True
5230,True
5231,True
5232,False
5233,False
5234,False
5235,False
5236,False
5237,False
5238,True
5239,False
5240,False
5241,False
5242,False
5243,False
5244,False
5245,False
5246,False
5247,False
5248,False
5249,False
5250,False
5251,False
5252,False
5253,False
5254,False
5255,False
5256,False
5257,False
5258,False
5259,True
5260,True
5261,True
5262,False
5263,False
5264,False
5265,False
5266,False
5267,False
5268,False
5269,False
5270,True
5271,False
5272,False
5273,False
5274,False
5275,True
5276,False
5277,False
5278,False
5279,True
5280,False
5281,True
5282,True
5283,True
5284,False
5285,False
5286,False
5287,False
5288,False
5289,False
5290,False
5291,True
5292,True
5293,False
5294,False
5295,True
5296,True
5297,False
5298,False
5299,False
5300,True
5301,True
5302,False
5303,False
5304,False
5305,False
5306,True
5307,True
5308,True
5309,True
5310,True
5311,True
5312,True
5313,True
5314,False
5315,True
5316,True
5317,True
5318,True
5319,False
5320,False
5321,False
5322,False
5323,True
5324,False
5325,True
5326,True
5327,True
5328,True
5329,True
5330,True
5331,False
5332,True
5333,True
5334,True
5335,True
5336,True
5337,True
5338,True
5339,False
5340,False
5341,False
5342,False
5343,False
5344,False
5345,False
5346,False
5347,False
5348,False
5349,False
5350,False
5351,False
5352,False
5353,False
5354,False
5355,False
5356,False
5357,False
5358,False
5359,False
5360,False
5361,False
5362,False
5363,True
5364,False
5365,False
5366,False
5367,True
5368,False
5369,False
5370,False
5371,False
5372,False
5373,True
5374,False
5375,True
5376,True
5377,False
5378,False
5379,False
5380,False
5381,False
5382,False
5383,False
5384,False
5385,False
5386,False
5387,False
5388,False
5389,False
5390,False
5391,False
5392,False
5393,False
5394,False
5395,False
5396,False
5397,False
5398,False
5399,False
5400,False
5401,False
5402,False
5403,False
5404,False
5405,False
5406,False
5407,False
5408,False
5409,False
5410,False
5411,False
5412,True
5413,True
5414,True
5415,True
5416,False
5417,False
5418,False
5419,False
5420,False
5421,False
5422,False
5423,False
5424,False
5425,False
5426,False
5427,False
5428,False
5429,False
5430,False
5431,False
5432,False
5433,False
5434,False
5435,False
5436,False
5437,False
5438,False
5439,False
5440,False
5441,False
5442,False
5443,True
5444,True
5445,True
5446,True
5447,True
5448,False
5449,True
5450,True
5451,True
5452,False
5453,False
5454,False
5455,False
5456,False
5457,False
5458,False
5459,False
5460,False
5461,False
5462,True
5463,True
5464,True
5465,True
5466,True
5467,True
5468,True
5469,False
5470,True
5471,False
5472,True
5473,True
5474,True
5475,True
5476,False
5477,True
5478,True
5479,True
5480,False
5481,False
5482,True
5483,True
5484,False
5485,True
5486,False
5487,False
5488,False
5489,True
5490,True
5491,True
5492,True
5493,False
5494,True
5495,True
5496,True
5497,True
5498,True
5499,True
5500,False
5501,False
5502,False
5503,False
5504,False
5505,False
5506,False
5507,False
5508,False
5509,False
5510,True
5511,True
5512,True
5513,True
5514,True
5515,True
5516,True
5517,True
5518,False
5519,False
5520,False
5521,False
5522,False
5523,False
5524,False
5525,True
5526,True
5527,True
5528,True
5529,False
5530,False
5531,False
5532,False
5533,True
5534,True
5535,True
5536,True
5537,False
5538,False
5539,False
5540,False
5541,False
5542,False
5543,False
5544,True
5545,False
5546,False
5547,False
5548,False
5549,False
5550,False
5551,False
5552,True
5553,True
5554,False
5555,False
5556,False
5557,False
5558,False
5559,False
5560,False
5561,False
5562,False
5563,False
5564,False
5565,False
5566,False
5567,False
5568,False
5569,False
5570,False
5571,False
5572,False
5573,False
5574,False
5575,False
5576,True
5577,False
5578,True
5579,True
5580,True
5581,True
5582,True
5583,True
5584,True
5585,True
5586,False
5587,False
5588,False
5589,True
5590,True
5591,True
5592,True
5593,False
5594,True
5595,True
5596,True
5597,True
5598,False
5599,True
5600,True
5601,True
5602,True
5603,True
5604,True
5605,True
5606,True
5607,True
5608,True
5609,True
5610,True
5611,True
5612,True
5613,False
5614,False
5615,False
5616,True
5617,True
5618,True
5619,True
5620,True
5621,True
5622,True
5623,True
5624,True
5625,True
5626,True
5627,True
5628,True
5629,True
5630,True
5631,True
5632,True
5633,True
5634,False
5635,False
5636,False
5637,False
5638,True
5639,False
5640,True
5641,True
5642,True
5643,True
5644,True
5645,True
5646,True
5647,True
5648,False
5649,False
5650,False
5651,True
5652,False
5653,True
5654,True
5655,True
5656,True
5657,True
5658,True
5659,True
5660,False
5661,True
5662,True
5663,False
5664,False
5665,False
5666,False
5667,False
5668,False
5669,False
5670,False
5671,False
5672,False
5673,False
5674,False
5675,False
5676,True
5677,True
5678,False
5679,True
5680,True
5681,False
5682,False
5683,False
5684,False
5685,False
5686,False
5687,False
5688,False
5689,False
5690,False
5691,False
5692,False
5693,False
5694,False
5695,False
5696,False
5697,False
5698,False
5699,False
5700,False
5701,False
5702,False
5703,False
5704,False
5705,False
5706,False
5707,False
5708,False
5709,False
5710,False
5711,False
5712,False
5713,False
5714,False
5715,False
5716,False
5717,False
5718,False
5719,False
5720,False
5721,False
5722,False
5723,False
5724,True
5725,True
5726,True
5727,False
5728,False
5729,False
5730,False
5731,False
5732,False
5733,False
5734,False
5735,False
5736,False
5737,False
5738,False
5739,False
5740,False
5741,False
5742,False
5743,False
5744,False
5745,False
5746,False
5747,False
5748,False
5749,False
5750,False
5751,False
5752,False
5753,False
5754,False
5755,False
5756,False
5757,False
5758,False
5759,False
5760,False
5761,False
5762,False
5763,False
5764,False
5765,False
5766,False
5767,False
5768,False
5769,False
5770,False
5771,False
5772,False
5773,False
5774,False
5775,False
5776,False
5777,False
5778,False
5779,False
5780,False
5781,False
5782,False
5783,False
5784,False
5785,False
5786,False
5787,False
5788,False
5789,False
5790,False
5791,False
5792,False
5793,False
5794,False
5795,False
5796,False
